TUCASEID,YEAR,CASEID,SERIAL,REGION,STATEFIP,FAMINCOME,HOUSETYPE,PERNUM,LINENO,WT06,AGE,SEX,RACE,MARST,CITIZEN,GENHEALTH,HEIGHT,WEIGHT,BMI,EDUC,EDUCYRS,EMPSTAT,MULTJOBS,DIFFEYE,DIFFHEAR,DIFFMOB,DIFFPHYS,DIFFREM,Caring,CaringNonHouseHold,ConsumerPuchases,EatingDrinking,Education,GovernmentServicesCivicDuties,HouseActivities,HouseholdServices,Personal_Care,ProfessionalPersonalCareServices,ReligionSpiritualActivities,SocializingAndLesiure,SportsExercisRecreation,Telephone,Traveling,Volunteering,Working
,2022,20220302220012,1567,Northeast,New Jersey,"$150,000 and over","House, apartment, flat",1,1,9780287,35,Male,White only,Never married,"Native, born in United States",Very good,70,195,28,Associate degree - occupational vocational,College--two years,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,30,105,0,0,110,0,495,0,0,360,0,0,137,0,203
,2022,20220302220023,1568,Northeast,New York,"$20,000 to $24,999","House, apartment, flat",1,1,8548079,55,Male,White only,Divorced,"Foreign born, U.S. citizen by naturalization",Very good,76,179,21.8,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,120,0,0,0,0,500,0,0,180,60,0,10,0,570
,2022,20220302220059,1569,Northeast,New Jersey,"$20,000 to $24,999","House, apartment, flat",1,1,8750185,73,Female,White only,Never married,"Native, born in United States",Good,67,130,20.4,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,5,100,0,0,175,0,575,0,90,205,0,195,60,5,0
,2022,20220302220072,1570,West,California,"$25,000 to $29,999","House, apartment, flat",1,1,5642925,80,Female,White only,Widowed,"Native, born in United States",Very good,60,100,19.5,Some college but no degree,College--one year,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,120,0,0,270,0,780,0,0,210,60,0,0,0,0
,2022,20220302220077,1571,Midwest,Illinois,"$100,000 to $149,999","House, apartment, flat",1,1,6382984,66,Female,White only,Married - spouse present,"Foreign born, not a U.S. citizen",Good,66,130,21,Associate degree - academic program,College--two years,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,75,110,0,0,134,0,580,0,0,496,0,0,45,0,0
,2022,20220302220083,1572,West,California,"$40,000 to $49,999","House, apartment, flat",1,1,5614835,71,Male,Asian only,Married - spouse present,"Foreign born, U.S. citizen by naturalization",Very good,69,190,28.1,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,480,0,90,0,0,0,0,470,0,0,400,0,0,0,0,0
,2022,20220302220105,1573,Midwest,Kansas,"$100,000 to $149,999","House, apartment, flat",1,1,4572860,71,Male,White only,Married - spouse present,"Native, born in United States",Good,68,175,26.6,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,60,0,90,0,0,0,0,510,0,0,480,300,0,0,0,0
,2022,20220302220503,1574,Midwest,Wisconsin,"$100,000 to $149,999","House, apartment, flat",1,1,12682440,35,Female,White only,Never married,"Native, born in United States",Very good,66,150,24.2,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,210,0,0,0,0,0,25,0,565,0,0,190,0,0,0,0,450
,2022,20220302220504,1575,Midwest,Michigan,"$50,000 to $59,999",Mobile home or trailer with 1 or more rooms added,1,1,5970249,64,Male,White only,Widowed,"Native, born in United States",Good,72,160,21.7,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,Has physical difficulty,No difficulty remembering,0,0,75,20,0,0,45,0,715,0,0,459,0,0,126,0,0
,2022,20220302220509,1576,Midwest,Indiana,"$50,000 to $59,999","House, apartment, flat",1,1,15333737,39,Female,White only,Never married,"Native, born in United States",Good,64,160,27.5,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,10,65,0,0,30,0,525,0,0,270,0,0,50,0,490
,2022,20220302220511,1577,South,Texas,"$100,000 to $149,999","House, apartment, flat",1,1,17066835,37,Female,White only,Never married,"Native, born in United States",Very good,62,155,28.3,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,Yes,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,60,0,0,165,0,600,0,0,140,30,0,0,0,445
,2022,20220302220512,1578,Northeast,Rhode Island,"$10,000 to $12,499","House, apartment, flat",1,1,9600899,55,Male,White only,Never married,"Native, born in Puerto Rico or U.S. Outlying Area",Fair,66,120,19.4,7th or 8th grade,Seventh through eighth grade,Not in labor force,NIU (Not in universe),No vision difficulty,Has hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,10,0,0,0,60,0,720,0,0,630,0,0,20,0,0
,2022,20220302220515,1579,Midwest,Indiana,"$35,000 to $39,999","House, apartment, flat",1,1,6952474,85,Female,White only,Married - spouse present,"Native, born in United States",Good,66,110,17.8,Some college but no degree,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,95,0,0,230,0,765,0,0,240,30,10,0,0,0
,2022,20220302220517,1580,South,Arkansas,"$5,000 to $7,499","House, apartment, flat",1,1,7430644,75,Male,White only,Married - spouse present,"Native, born in United States",Very good,66,160,25.8,11th grade,Eleventh grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,20,0,0,155,0,645,0,0,620,0,0,0,0,0
,2022,20220302220522,1581,South,Texas,"$40,000 to $49,999","House, apartment, flat",1,1,17299408,38,Female,White only,Married - spouse present,"Foreign born, not a U.S. citizen",Good,61,130,24.6,High school graduate - diploma,Twelfth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,425,0,0,100,0,0,50,0,590,0,0,190,0,30,55,0,0
,2022,20220302220523,1582,Northeast,New York,"$150,000 and over","House, apartment, flat",1,1,13145031,45,Male,Asian only,Married - spouse present,"Native, born in United States",Very good,68,185,28.1,"Doctoral degree (PhD, EdD, etc.)",Doctoral degree,Employed - absent,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,275,0,0,45,0,0,315,0,415,0,0,390,0,0,0,0,0
,2022,20220302220526,1583,Midwest,Minnesota,"$25,000 to $29,999","House, apartment, flat",1,1,4332058,49,Female,White only,Divorced,"Native, born in United States",Fair,69,270,39.9,Some college but no degree,Twelfth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,22,0,0,193,0,813,0,0,0,0,0,30,0,382
,2022,20220302220529,1584,South,Oklahoma,"$5,000 to $7,499","House, apartment, flat",1,1,3773423,55,Male,White only,Widowed,"Native, born in United States",Very good,73,215,28.4,Some college but no degree,College--three years,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,70,30,0,0,20,0,420,0,0,825,0,0,75,0,0
,2022,20220302220532,1585,West,Utah,"$75,000 to $99,999","House, apartment, flat",1,1,9211393,42,Male,White only,Married - spouse present,"Native, born in United States",Good,73,255,33.6,Associate degree - occupational vocational,College--four years,Employed - at work,No,No vision difficulty,Has hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,42,0,70,80,0,0,0,0,265,0,0,430,0,0,46,0,507
,2022,20220302220534,1586,Midwest,Michigan,"$50,000 to $59,999","House, apartment, flat",1,1,5274059,74,Female,White only,Married - spouse present,"Native, born in United States",Good,61,150,28.3,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,Has hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,75,0,0,625,0,480,0,0,260,0,0,0,0,0
,2022,20220302220535,1587,South,Florida,"Less than $5,000","House, apartment, flat",1,1,8120312,25,Male,White only,Never married,"Native, born in United States",Good,72,250,33.9,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,15,708,0,32,0,485,0,0,90,60,0,20,0,0
,2022,20220302220536,1588,Midwest,Iowa,"$60,000 to $74,999","House, apartment, flat",1,1,3062409,62,Male,White only,Divorced,"Native, born in United States",Excellent,72,210,28.5,High school graduate - diploma,Twelfth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,20,0,0,90,0,540,0,0,400,0,0,2,0,239
,2022,20220302220537,1589,South,Tennessee,"$50,000 to $59,999","House, apartment, flat",1,1,9621192,31,Male,White only,Never married,"Native, born in United States",Very good,70,160,23,High school graduate - diploma,Twelfth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,225,0,140,30,0,0,280,0,460,0,0,240,0,0,65,0,0
,2022,20220302220540,1590,Midwest,Michigan,"$100,000 to $149,999","House, apartment, flat",1,1,22811138,73,Female,White only,Married - spouse present,"Native, born in United States",Very good,61,112,21.2,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,105,0,0,215,0,755,0,0,200,165,0,0,0,0
,2022,20220302220546,1591,Midwest,Ohio,"$35,000 to $39,999","House, apartment, flat",1,1,45300680,19,Male,White only,Never married,"Native, born in United States",Good,71,220,30.7,High school graduate - diploma,Twelfth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,165,235,0,5,0,420,0,0,110,0,0,100,0,405
,2022,20220302220549,1592,Midwest,Michigan,"$75,000 to $99,999","House, apartment, flat",1,1,10236720,37,Female,White only,Married - spouse present,"Native, born in United States",Very good,64,170,29.2,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,461,0,0,65,0,0,158,0,565,0,0,96,0,95,0,0,0
,2022,20220302220551,1593,South,Mississippi,"$50,000 to $59,999","House, apartment, flat",1,1,5461411,27,Female,White only,Married - spouse absent,"Native, born in United States",Very good,68,240,36.5,Associate degree - academic program,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,190,0,0,60,0,0,185,0,720,0,0,225,0,0,0,0,0
,2022,20220302220552,1594,South,District of Columbia,"$100,000 to $149,999","House, apartment, flat",1,1,10532365,40,Female,White only,Never married,"Native, born in United States",Excellent,69,150,22.1,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,30,0,0,35,0,540,0,0,210,20,0,0,0,605
,2022,20220302220556,1595,South,South Carolina,"$100,000 to $149,999","House, apartment, flat",1,1,5452928,79,Female,White only,Married - spouse present,"Native, born in United States",Excellent,62,137,25.1,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Not in labor force,NIU (Not in universe),No vision difficulty,Has hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,70,120,0,0,155,0,565,0,0,280,80,60,30,0,0
,2022,20220302220557,1596,South,Georgia,"$150,000 and over","House, apartment, flat",1,1,9160612,78,Female,Black only,Married - spouse present,"Native, born in United States",Fair,60,140,27.3,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,Has physical difficulty,No difficulty remembering,0,0,0,75,0,0,160,0,620,0,0,585,0,0,0,0,0
,2022,20220302220563,1597,Midwest,Ohio,"$75,000 to $99,999","House, apartment, flat",1,1,8058153,63,Female,White only,Married - spouse present,"Native, born in United States",Good,65,187,31.1,Some college but no degree,College--one year,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,65,0,0,75,0,440,0,0,145,0,0,20,0,695
,2022,20220302220568,1598,Midwest,Michigan,"$25,000 to $29,999","House, apartment, flat",1,1,11310734,80,Female,White only,Widowed,"Native, born in United States",Good,60,149,29.1,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,Has physical difficulty,No difficulty remembering,0,0,0,20,0,0,20,0,640,0,0,740,0,20,0,0,0
,2022,20220302220582,1599,West,Idaho,"$20,000 to $24,999","House, apartment, flat",1,1,13030363,23,Female,White only,Married - spouse present,"Native, born in United States",Don't know,56,9999,998,Some college but no degree,College--four years,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,45,0,0,150,0,595,0,0,80,0,0,22,0,498
,2022,20220302220583,1600,South,Mississippi,"$75,000 to $99,999","House, apartment, flat",1,1,3764837,39,Male,White only,Married - spouse present,"Native, born in United States",Very good,71,260,36.3,"Doctoral degree (PhD, EdD, etc.)",Doctoral degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,60,0,0,160,0,780,0,270,150,0,0,20,0,0
,2022,20220302220588,1601,West,California,"$10,000 to $12,499","House, apartment, flat",1,1,6100400,39,Female,White only,Separated,"Native, born in United States",Very good,64,218,37.4,Some college but no degree,College--four years,Employed - absent,No,No vision difficulty,No hearing difficulty,Has mobility limitation,No physical difficulty,Has difficulty remembering,0,0,10,75,0,0,90,0,699,7,0,530,0,0,29,0,0
,2022,20220302220589,1602,South,Oklahoma,"$50,000 to $59,999","House, apartment, flat",1,1,11378299,79,Female,Black only,Widowed,"Native, born in United States",Fair,62,152,27.8,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,25,90,0,0,0,0,1025,90,0,120,0,0,90,0,0
,2022,20220302220591,1603,Midwest,Iowa,"$50,000 to $59,999","House, apartment, flat",1,1,7693450,49,Female,White only,Divorced,"Native, born in United States",Very good,67,9996,998,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,30,0,0,30,0,600,0,0,240,0,0,30,0,510
,2022,20220302220600,1604,Midwest,Minnesota,"$100,000 to $149,999","House, apartment, flat",1,1,12911373,55,Male,White only,Married - spouse present,"Native, born in United States",Good,71,200,27.9,Associate degree - academic program,College--two years,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,0,0,0,70,0,490,0,0,205,0,0,20,0,655
,2022,20220302220604,1605,Midwest,Iowa,"$75,000 to $99,999","House, apartment, flat",1,1,3957922,28,Female,White only,Never married,"Native, born in United States",Fair,72,260,35.3,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,120,90,0,0,90,0,750,0,0,300,0,0,90,0,0
,2022,20220302220607,1606,South,Tennessee,"$20,000 to $24,999","House, apartment, flat",1,1,13060874,76,Female,White only,Married - spouse present,"Native, born in United States",Good,65,140,23.3,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,45,0,0,183,0,593,0,0,589,0,30,0,0,0
,2022,20220302220608,1607,Northeast,New York,"$35,000 to $39,999","House, apartment, flat",1,1,15391027,57,Male,Black only,Married - spouse absent,"Native, born in United States",Good,71,210,29.3,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,15,0,0,0,0,420,0,0,180,45,0,90,0,690
,2022,20220302220610,1608,West,Montana,"$50,000 to $59,999","House, apartment, flat",1,1,6994024,64,Male,White only,Divorced,"Native, born in United States",Very good,71,173,24.1,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,60,30,0,0,360,0,540,0,0,390,0,40,20,0,0
,2022,20220302220612,1609,Northeast,Pennsylvania,"$10,000 to $12,499","House, apartment, flat",1,1,6318759,25,Male,White only,Never married,"Native, born in United States",Very good,66,157,25.3,Associate degree - academic program,College--two years,Unemployed - looking,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,30,0,0,6,0,900,0,0,324,0,180,0,0,0
,2022,20220302220613,1610,Northeast,New York,"$35,000 to $39,999","House, apartment, flat",1,1,44092866,25,Male,White only,Never married,"Native, born in United States",Good,66,220,35.5,Associate degree - academic program,College--two years,Employed - at work,Yes,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,5,40,0,0,15,0,510,0,0,140,0,0,52,0,678
,2022,20220302220618,1611,Northeast,New York,"$150,000 and over","House, apartment, flat",1,1,12137731,65,Male,White only,Married - spouse present,"Native, born in United States",Very good,70,220,31.6,"Professional school degree (MD, DDS, DVM, etc.)",Professional degree,Employed - at work,Yes,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,30,225,0,0,150,0,315,0,85,325,60,0,55,120,15
,2022,20220302220621,1612,Midwest,Ohio,"$40,000 to $49,999","House, apartment, flat",1,1,12515132,30,Male,White only,Never married,"Native, born in United States",Good,71,195,27.2,High school graduate - diploma,Twelfth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,0,0,0,230,0,825,0,0,210,0,30,25,0,120
,2022,20220302220625,1613,South,Texas,"$100,000 to $149,999","House, apartment, flat",1,1,5657847,44,Female,White only,Divorced,"Native, born in United States",Excellent,65,155,25.8,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,237,0,0,20,0,0,120,0,465,0,0,180,0,0,45,20,353
,2022,20220302220628,1614,West,Washington,"$60,000 to $74,999",Mobile home or trailer with no permanent room added,1,1,4773214,74,Female,White only,Divorced,"Native, born in United States",Very good,67,206,32.3,Some college but no degree,College--one year,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,22,0,70,0,0,48,0,417,45,0,210,0,0,82,0,546
,2022,20220302220631,1615,Midwest,Illinois,"$150,000 and over","House, apartment, flat",1,1,10838575,42,Male,White only,Divorced,"Native, born in United States",Fair,70,230,33,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,30,0,0,30,0,450,0,0,70,0,0,10,0,850
,2022,20220302220638,1616,Northeast,Vermont,"$30,000 to $34,999","House, apartment, flat",1,1,3566822,58,Female,White only,Widowed,"Native, born in United States",Very good,64,225,38.6,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,80,0,0,120,0,0,255,0,540,0,90,150,0,0,80,0,0
,2022,20220302220639,1617,West,Washington,"$150,000 and over","House, apartment, flat",1,1,22503561,48,Male,White only,Married - spouse present,"Native, born in United States",Good,71,222,31,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,65,0,0,15,0,445,0,0,365,0,0,40,0,455
,2022,20220302220645,1618,South,South Carolina,"$150,000 and over","House, apartment, flat",1,1,3783759,64,Female,White only,Widowed,"Native, born in United States",Excellent,67,145,22.7,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,30,190,0,0,55,0,550,0,0,55,0,0,375,0,185
,2022,20220302220650,1619,South,North Carolina,"$40,000 to $49,999","House, apartment, flat",1,1,19415646,70,Male,Black only,Married - spouse present,"Native, born in United States",Very good,68,155,23.6,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,Has hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,100,95,0,0,22,0,495,0,0,596,0,4,98,0,0
,2022,20220302220651,1620,South,Oklahoma,"$30,000 to $34,999","House, apartment, flat",1,1,14786370,25,Female,Black-American Indian,Never married,"Native, born in United States",Poor,63,218,38.6,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,15,0,5,30,0,0,0,0,963,300,0,20,0,0,107,0,0
,2022,20220302220653,1621,South,Texas,"$40,000 to $49,999","House, apartment, flat",1,1,24921671,21,Male,White only,Never married,"Native, born in United States",NIU (Not in universe),NIU (Not in universe),9999,999,High school graduate - diploma,Twelfth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,0,0,0,0,0,1020,5,0,355,0,0,60,0,0
,2022,20220302220654,1622,South,Delaware,"$60,000 to $74,999","House, apartment, flat",1,1,13542288,64,Female,Black only,Married - spouse present,"Native, born in United States",Fair,64,260,44.6,Some college but no degree,College--one year,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,90,0,0,0,0,1050,0,0,270,0,0,0,0,0
,2022,20220302220658,1623,West,California,"$75,000 to $99,999","House, apartment, flat",1,1,6692526,26,Male,White only,Never married,"Foreign born, U.S. citizen by naturalization",Excellent,69,152,22.4,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,10,120,0,0,0,0,440,0,0,90,60,0,54,0,666
,2022,20220302220662,1624,South,Tennessee,"$75,000 to $99,999","House, apartment, flat",1,1,18982735,58,Male,White only,Married - spouse present,"Native, born in United States",Very good,70,205,29.4,High school graduate - diploma,Twelfth grade,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,30,0,30,0,0,15,0,540,0,0,270,0,165,390,0,0
,2022,20220302220663,1625,Midwest,Iowa,"$60,000 to $74,999","House, apartment, flat",1,1,12673810,80,Male,White only,Married - spouse present,"Native, born in United States",Good,67,200,31.3,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,135,0,0,60,0,540,0,0,570,0,0,0,0,75
,2022,20220302220666,1626,Northeast,New York,"$150,000 and over","House, apartment, flat",1,1,13682131,44,Male,White only,Married - spouse present,"Native, born in United States",Good,70,202,29,"Bachelor's degree (BA, AB, BS, etc.)",Bachelor's degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,31,0,0,15,0,0,30,0,450,0,0,210,0,0,14,0,690
,2022,20220302220667,1627,Northeast,Pennsylvania,"$7,500 to $9,999","House, apartment, flat",1,1,16704129,30,Male,White only,Never married,"Native, born in United States",Fair,70,340,48.8,High school graduate - diploma,Twelfth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,Has mobility limitation,No physical difficulty,Has difficulty remembering,0,0,0,75,0,0,120,0,680,0,100,440,0,0,25,0,0
,2022,20220302220669,1628,South,District of Columbia,"$10,000 to $12,499","House, apartment, flat",1,1,2094085,68,Female,Black only,Never married,"Native, born in United States",Very good,62,140,25.6,Some college but no degree,College--two years,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,Has physical difficulty,No difficulty remembering,0,0,0,50,0,0,275,0,610,0,0,365,50,90,0,0,0
,2022,20220302220677,1629,Midwest,Wisconsin,"$40,000 to $49,999","House, apartment, flat",1,1,6646664,26,Male,Black only,Never married,"Foreign born, not a U.S. citizen",Very good,74,216,27.7,"Doctoral degree (PhD, EdD, etc.)",Doctoral degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,3,8,564,0,0,0,375,0,0,120,136,0,109,75,50
,2022,20220302220681,1630,West,Idaho,"$75,000 to $99,999","House, apartment, flat",1,1,7174591,15,Male,"American Indian, Alaskan Native",Never married,"Native, born in United States",Excellent,67,150,23.5,10th grade,Tenth grade,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,30,0,0,0,0,485,0,0,270,538,90,27,0,0
,2022,20220302220686,1631,Midwest,North Dakota,"$12,500 to $14,999","House, apartment, flat",1,1,2728211,79,Female,White only,Never married,"Native, born in United States",Good,60,173,33.8,Associate degree - academic program,College--three years,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,20,0,0,20,0,890,0,30,480,0,0,0,0,0
,2022,20220302220688,1632,South,Texas,"$150,000 and over","House, apartment, flat",1,1,14877902,30,Male,White only,Divorced,"Native, born in United States",Good,70,210,30.1,"Doctoral degree (PhD, EdD, etc.)",Doctoral degree,Employed - at work,No,No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,20,120,0,0,80,0,570,0,0,30,0,0,38,0,582
,2022,20220302220690,1633,Midwest,Kansas,"$10,000 to $12,499","House, apartment, flat",1,1,6351912,69,Female,White only,Married - spouse present,"Native, born in United States",Fair,61,100,18.9,Some college but no degree,College--two years,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,30,85,95,0,0,295,0,605,0,0,230,0,0,100,0,0
,2022,20220302220691,1634,Northeast,Massachusetts,"$100,000 to $149,999","House, apartment, flat",1,1,5145100,78,Female,White only,Married - spouse present,"Native, born in United States",Very good,63,140,24.8,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",Master's degree,Not in labor force,NIU (Not in universe),No vision difficulty,No hearing difficulty,No mobility limitation,No physical difficulty,No difficulty remembering,0,0,0,225,0,0,240,0,450,0,0,210,0,0,0,210,0
