YEAR,FACILITY NAME,GHGRP ID,REPORTED ADDRESS,LATITUDE,LONGITUDE,CITY NAME,COUNTY NAME,STATE,ZIP CODE,PARENT COMPANIES,GHG QUANTITY (METRIC TONS CO2e),SUBPARTS,1
2019,PPL Electric Utilities,1009569,2 North 9th Street,40.608388,-75.45599,Allentown,LEHIGH COUNTY,PA,18101,PPL CORP (100%),6309,DD,4
2019,PREPA Electrical Transmission and Distribution Equiment,1010191,Ponce de Leon Avenue Box 364267,18.466224,-66.105724,San Juan,SAN JUAN MUNICIPIO,PR,936,PUERTO RICO ELECTRIC POWER AUTHORITY (100%),15354,DD,4
2019,PSE&G Subpart DD,1010796,80 Park Plaza,40.73811,-74.16993,Newark,ESSEX COUNTY,NJ,7102,PUBLIC SERVICE ENTERPRISE GROUP INC (100%),18883,DD,4
2019,PacifiCorp (T&D System),1009619,"1407 west North Temple, Suite 110",40.77141,-111.92972,Salt Lake City,SALT LAKE COUNTY,UT,84116,BERKSHIRE HATHAWAY INC (100%),19061,DD,4
2019,Pacific Gas and Electric Company (PG&E) - SF6 Emissions,1009578,77 Beale Street,37.79134,-122.39604,San Francisco,SAN FRANCISCO COUNTY,CA,94105,PACIFIC GAS & ELECTRIC CO (100%),23471,DD,4
2019,Pepco,1009801,3400 Benning Road NE,38.89637,-76.9561,Washington DE,DISTRICT OF COLUMBIA,DC,20019,EXELON CORP (100%),6943,DD,4
2019,Polar Semiconductor LLC,1009807,2800 E Old Shakopee Rd,44.85312,-93.2301,Bloomington,HENNEPIN COUNTY,MN,55425,POLAR SEMICONDUCTOR LLC (100%),39560,"C,I",4
2019,Public Service Company of Colorado - Subpart DD,1009543,414 Nicollet Mall,44.97967,-93.26989,Minneapolis,HENNEPIN COUNTY,MN,55401,XCEL ENERGY (100%),11619,DD,4
2019,Puget Sound Energy T&D,1010301,10885 N.E. 4th Street,47.61373,-122.19453,Bellevue,KING COUNTY,WA,98004,PUGET SOUND ENERGY (100%),13303,DD,4
2019,QORVO,1010033,7628 Thorndike Road,36.07565,-79.96503,Greensboro,GUILFORD COUNTY,NC,27409,QORVO INC (100%),22404,"C,I",4
2019,Qorvo Texas LLC,1011813,500 W Renner Road,32.99761,-96.72705,Richardson,COLLIN COUNTY,TX,75080,QORVO INC (100%),48066,"C,I",4
2019,"Qorvo US, Inc.",1010254,2300 NE Brookwood Parkway,45.539682,-122.936288,Hillsboro,WASHINGTON COUNTY,OR,97124,QORVO INC (100%),58775,"C,I",4
2019,Rochester Gas and Electric - Subpart DD,1012430,89 East Avenue,43.15694,-77.60186,Rochester,MONROE COUNTY,NY,14649,AVANGRID INC (100%),4239,DD,4
2019,S&C Electric Company,1009615,6601 N. Ridge Blvd.,42.00231,-87.67662,Chicago,,IL,60626,S&C ELECTRIC CO (100%),15595,"C,QQ,SS",4
2019,SKYWATER TECHNOLOGY INC,1000354,2401 E. 86TH ST.,44.84786,-93.23745,BLOOMINGTON,HENNEPIN COUNTY,MN,55425,SKYWATER TECHNOLOGY FOUNDRY INC (100%),86486,"C,I",4
2019,Salt River Project - T & D Equipment,1009888,1521 N. Project Drive,33.447479,-111.952819,Tempe,MARICOPA COUNTY,AZ,85281,UNS ENERGY CORP (7.968%); SALT RIVER PROJECT (59%); EDISON INTERNATIONAL (3.89%); EL PASO ELECTRIC CO (3.752%); PNM RESOURCES INC (2.43%); PINNACLE WEST CAPITAL CORP (15.521%); SOUTHERN CALIFORNIA PUBLIC POWER AUTHORITY (1.333%),13593,DD,4
2019,Samsung Austin Semiconductor,1009872,12100 Samsung Blvd,30.375,-97.631386,Austin,TRAVIS COUNTY,TX,78754,SAMSUNG ELECTRONICS AMERICA INC (100%),606985,"C,I",4
2019,Sand Bluff Substation,1013191,,32.0035,-101.2729,Big Spring,GLASSCOCK COUNTY,TX,79720,WETT HOLDINGS LLC (100%),237,DD,4
2019,Seattle City Light,1010082,"700 5th Ave, Suite 3300, PO Box 34023",47.60443,-122.32983,Seattle,KING COUNTY,WA,98124,CITY OF SEATTLE (SEATTLE CITY LIGHT DEPARTMENT) (100%),779,DD,4
2019,Sierra Pacific Power Co d/b/a NV Energy Transmission,1009784,6226 W Sahara Ave,36.14427,-115.22733,Las Vegas,CLARK COUNTY,NV,89146,BERKSHIRE HATHAWAY INC (100%),1113,DD,4
2019,"Skyworks Solutions, Inc.",1009735,20 Sylvan Road,42.49891,-71.16311,Woburn,MIDDLESEX COUNTY,MA,1801,SKYWORKS SOLUTIONS INC (100%),29665,"C,I",4
2019,Southern California Edison,1009787,2244 Walnut Grove Avenue,34.05394,-118.08024,Rosemead,LOS ANGELES COUNTY,CA,91770,EDISON INTERNATIONAL (100%),96634,DD,4
2019,Southern Company Transmission and Distribution,1009585,30 Ivan Allen Jr. Blvd. NW,33.76466,-84.38826,Atlanta,FULTON COUNTY,GA,30308,THE SOUTHERN CO (100%),38684,DD,4
2019,Southwestern Public Service Company - Subpart DD,1009544,414 Nicollet Mall,44.97967,-93.26989,Minneapolis,HENNEPIN COUNTY,MN,55401,XCEL ENERGY (100%),24546,DD,4
2019,"Spartan Light Metal Products, Inc.",1009864,510 East McClurken Ave,38.120564,-89.694121,Sparta,RANDOLPH COUNTY,IL,62286,SPARTAN LIGHT METAL PRODUCTS INC (100%),105372,"C,T",4
2019,T&D FLORIDA,1009537,299 FIRST AVE N,27.77209,-82.6371,SAINT PETERSBURG,PINELLAS COUNTY,FL,33701,DUKE ENERGY CORP (100%),120918,DD,4
2019,TAC Manufacturing,1012081,4111 County Farm Rd.,42.2748,-84.4741,Jackson,JACKSON COUNTY,MI,49201,TAC MANUFACTURING (100%),41633,T,4
2019,TEXAS INSTRUMENTS NORTH CAMPUS,1003945,13500 NORTH CENTRAL EXPRESSWAY,32.93311,-96.7537,DALLAS,DALLAS COUNTY,TX,75243,TEXAS INSTRUMENTS INC (100%),525968,"C,I",4
2019,TG Missouri Corporation,1013263,2200 Plattin Road,37.747231,-89.868332,Perryville,PERRY COUNTY,MO,63775,TOYODA GOSEI NORTH AMERICA (80%); MITSUI & CO LTD (20%),29722,"C,T",4
2019,TSI SEMICONDUCTORS LLC,1009928,7501 Foothills Blvd.,38.77518,-121.31299,Roseville,PLACER COUNTY,CA,95747,SOUTHHALL GROUP HOLDINGS LLC (100%),10024,"C,I",4
2019,TVA Transmission System,1008733,1101 Market St.,35.04299,-85.3093,Chattanooga,HAMILTON COUNTY,TN,37402,US GOVERNMENT (%),324989,DD,4
2019,Tampa Electric Company,1009645,PO Box 111,27.94,-82.45,Tampa,HILLSBOROUGH COUNTY,FL,33601,TECO ENERGY INC (100%),4467,DD,4
2019,Terves Inc,1013267,24112 Rockwell Drive,41.581415,-81.517464,Euclid,CUYAHOGA COUNTY,OH,44117,TERVES INC (100%),12171,"C,T",4
2019,Texas Instruments - Sherman,1010134,6412 US Hwy 75 South,33.6005808,-96.5569882,Sherman,,TX,75090,TEXAS INSTRUMENTS INC (100%),64789,"C,I",4
2019,Texas Instruments Incorporated - Maine Fab,1010208,5 Foden Road,43.64075,-70.32198,South Portland,CUMBERLAND COUNTY,ME,4106,TEXAS INSTRUMENTS INC (100%),99367,"C,I",4
2019,Texas Instruments Richardson,1008059,300 West Renner Road,32.999754,-96.72063,Richardson,COLLIN COUNTY,TX,75080,TEXAS INSTRUMENTS INC (100%),191174,"C,I",4
2019,Texas Instruments- Lehi Fab,1009556,4000 N. Flash Drive,40.43377,-111.83166,Lehi,UTAH COUNTY,UT,84043,MICRON TECHNOLOGY INC (100%),267276,"C,I",4
2019,Texas New Mexico Power,1009439,577 N. Garden Ridge Boulevard,33.04887,-97.03545,Lewisville,DENTON COUNTY,TX,75067,PNM RESOURCES INC (100%),3931,DD,4
2019,Tower Semiconductor,1010005,"9651 Westover Hills Blvd, San Antonio, TX",29.47154,-98.67401,San Antonio,BEXAR COUNTY,TX,78251,TOWERJAZZ TEXAS INC (100%),27676,"C,I",4
2019,Transmission and Distribution,1009917,100 North Stanton Street,31.75853,-106.48587,"El Paso, TX",EL PASO COUNTY,TX,79901,EL PASO ELECTRIC CO (100%),6717,DD,4
2019,Tucson Electric Power Company,1008193,88 East Broadway Blvd.,32.22118,-110.96911,Tucson,PIMA COUNTY,AZ,85701,UNS ENERGY CORP (100%),51934,DD,4
2019,US MAGNESIUM LLC,1000030,12819 North Skull Valley Rd,40.913462,-112.734503,Grantsville,TOOELE COUNTY,UT,84029,THE RENCO GROUP INC (100%),55141,"C,T",4
2019,Vermont Electric Power Company,1010321,366 Pinnacle Ridge Rd,43.66108,-72.9926,Rutland,RUTLAND COUNTY,VT,5701,VERMONT ELECTRIC POWER CO (100%),832,DD,4
2019,"Versum Materials US, LLC",1005202,357 MARIAN AVENUE,40.836389,-76.030833,TAMAQUA,SCHUYLKILL COUNTY,PA,18252,VERSUM MATERIALS INC (100%),641696,"C,L,OO",4
2019,Virginia Electric and Power Company,1009971,120 Tredegar Street,37.533948,-77.452741,Richmond,RICHMOND CITY,VA,23219,DOMINION ENERGY INC (100%),38338,DD,4
2019,WAPA,1010171,12155 West Alameda Parkway,39.7061,-105.1367,Lakewood,JEFFERSON COUNTY,CO,80228,N/A FEDERAL GOVERNMENT (100%),6562,DD,4
2019,WaferTech LLC,1009361,5509 NW Parker St.,45.619591,-122.456295,Camas,CLARK COUNTY,WA,98607,WAFERTECH LLC (100%),68849,"C,I",4
2019,Wolfspeed RTP,1012448,3028 E. Cornwallis Road,35.91704,-78.87028,Durham,DURHAM COUNTY,NC,27709,CREE INC (100%),121461,"C,I",4
2019,"Wolfspeed, Inc",1005759,4600 Silicon Dr.,35.899298,-78.840802,Durham,DURHAM COUNTY,NC,27703,CREE INC (100%),89770,"C,I",4
2019,X-FAB Texas Inc.,1009738,2301 N. University Ave.,33.629444,-101.870834,Lubbock,LUBBOCK COUNTY,TX,79415,X-FAB SEMICONDUCTOR FOUNDRIES AG (100%),46124,"C,I",4
2018,3M COMPANY,1004206,1400 STATE DOCKS RD.,34.64179,-87.033608,DECATUR,MORGAN COUNTY,AL,35609,3M CO (100%),2657,"C,L,OO",5
2018,3M CORDOVA,1006665,22614 ROUTE 84 NORTH,41.755,-90.284167,CORDOVA,ROCK ISLAND COUNTY,IL,61242,3M CO (100%),693607,"C,L,OO",5
2018,3M Cottage Grove Center - Site,1004836,10746 Innovation Rd,44.789444,-92.908333,Cottage Grove,WASHINGTON COUNTY,MN,55016,3M CO (100%),31335,"C,L,N,OO",5
2018,AEP Corporate SF6 Emissions,1003708,1 Riverside Plaza,39.588493,-81.682523,Columbus,WASHINGTON COUNTY,OH,43215,AMERICAN ELECTRIC POWER (93.34%); ELECTRIC TRANSMISSION TEXAS LLC (4.88%); OHIO VALLEY ELECTRIC CORP (1.26%),5150,DD,5
2018,ALCOA INC - WARRICK OPERATIONS,1001877,,37.915,-87.3328,NEWBURGH,WARRICK COUNTY,IN,47629,ALCOA INC (100%),107068,"C,D,F",5
2018,ALCOA INTALCO WORKS,1003562,4050 MOUNTAIN VIEW RD.,48.8455,-122.7055,FERNDALE,WHATCOM COUNTY,WA,98248,ALCOA INC (100%),781130,"C,F,TT",5
2018,ANALOG DEVICES,1004746,4200 NW PACIFIC RIM BLVD,45.59995,-122.45204,CAMAS,CLARK COUNTY,WA,98607,ANALOG DEVICES INC (100%),9111,"C,I",5
2018,"ARKEMA, INC.",1005721,4444 INDUSTRIAL PARKWAY,37.056699,-88.365727,CALVERT CITY,MARSHALL COUNTY,KY,42029,ARKEMA AMERICAS (100%),958761,"C,L,OO",5
2018,Advanced Magnesium Alloys Corporation,1010185,1820 E. 32nd st.,40.085371,-85.658666,Anderson,MADISON COUNTY,IN,46013,PHOENIX GLOBAL HOLDINGS (100%),174739,T,5
2018,Airgas Therapeutics LLC - Scott Medical Products,1004725,6141 Easton Road Bldg. #3,40.384845,-75.146286,Plumsteadville,BUCKS COUNTY,PA,18949,AIRGAS INC (100%),3111,"L,OO",5
2018,Alcoa USA Corp.,1012517,1814 State Highway 131,44.965835,-74.8935,Massena,ST. LAWRENCE COUNTY,NY,13662,ALCOA CORP (100%),30199,"C,F",5
2018,Ameren Illinois Electric,1010811,300 Liberty Street,40.69048,-89.59244,Peoria,PEORIA COUNTY,IL,61602,AMEREN CORP (100%),30171,DD,5
2018,Ameren Missouri Electric,1010812,1901 Chouteau Avenue,38.620785,-90.211635,St. Louis,ST. LOUIS CITY,MO,63103,AMEREN CORP (100%),14706,DD,5
2018,Anaheim Electric Distribution System,1010076,"201 S. Anaheim Blvd., MS-1101",33.83458,-117.91401,Anaheim,ORANGE COUNTY,CA,92805,CITY OF ANAHEIM PUBLIC UTILITIES DEPARTMENT (100%),2152,DD,5
2018,Analog Devices Inc,1009982,One Analog Way,45.502117,-122.824922,Willmington,WASHINGTON COUNTY,MA,1887,MAXIM INTEGRATED PRODUCTS INC (100%),62820,"C,I",5
2018,"Analog Devices, Inc./ Wilmington Manufacturing",1003759,"1 Analog Way, MS-424",42.5307,-71.14958,Wilmington,MIDDLESEX COUNTY,MA,1887,ANALOG DEVICES INC (100%),28983,"C,I",5
2018,Aptina LLC,1012992,1401 North Kings Road,43.596395,-116.534622,Nampa,CANYON COUNTY,ID,83687,SCI LLC (100%),1141,"C,I",5
2018,Arizona Public Service Company,1009780,2124 W. Cheryl Ave.,33.578425,-112.104408,Phoenix,MARICOPA COUNTY,AZ,85021,ARIZONA PUBLIC SERVICE CO (86%); SALT RIVER PROJECT (7.8%); WESTERN AREA POWER ADMINISTRATION (1.9%); SAN DIEGO GAS & ELECTRIC (1.2%); TUCSON ELECTRIC POWER (1%),9483,DD,5
2018,Avago Technologies,1008734,4380 Ziegler Road,40.5236,-105.02021,Fort Collins,LARIMER COUNTY,CO,80525,BROADCOM LTD (100%),154069,"C,I",5
2018,Avista Corporation,1010805,1411 E.Mission,47.66,-117.39,Spokane,SPOKANE COUNTY,WA,99220,AVISTA CORP (100%),11996,DD,5
2018,BP Whiting Business Unit,1007339,2815 INDIANAPOLIS BLVD,41.6703,-87.4803,WHITING,Lake,IN,46394,BP AMERICA INC (100%),1083,"C,D,DD,MM,P,Y",5
2018,Basin Electric Power Cooperative,1013043,1717 East Interstate Avenue,46.83447,-100.76678,Bismarck,BURLEIGH COUNTY,ND,58503,BASIN ELECTRIC POWER COOPERATIVE (100%),6031,DD,5
2018,Bonneville Power Administration - Transmission,1005611,5411 NE Hwy 99,45.6616,-122.6572,Vancouver,CLARK COUNTY,WA,98663,US GOVERNMENT (%),25839,DD,5
2018,CENTURY ALUMINUM OF KENTUCKY,1006853,1627 STATE ROUTE 3543,37.94499,-86.78777,HAWESVILLE,HANCOCK COUNTY,KY,42348,CENTURY ALUMINUM CO (100%),316508,"C,F",5
2018,CHEMOURS CHAMBERS WORKS,1002618,"67 Canal Road, PO Box 9001",39.68203,-75.490544,DEEPWATER,SALEM COUNTY,NJ,8023,THE CHEMOURS CO (100%),41119,"C,L,OO,TT",5
2018,CHEMOURS COMPANY - FAYETTEVILLE WORKS,1006145,22828 NC HIGHWAY 87 WEST,34.8419,-78.8388,FAYETTEVILLE,BLADEN COUNTY,NC,28306,THE CHEMOURS CO (100%),514633,"C,L,OO",5
2018,CHEMOURS EL DORADO,1003890,322 SOUTHFIELD CUTOFF,33.11,-92.675,EL DORADO,UNION COUNTY,AR,71730,THE CHEMOURS CO (100%),86519,"C,L,OO",5
2018,CHEMOURS LOUISVILLE WORKS,1004133,4200 CAMP GROUND ROAD,38.217166,-85.841979,LOUISVILLE,JEFFERSON COUNTY,KY,40216,THE CHEMOURS CO (100%),3276291,"C,O,TT",5
2018,CHEMOURS WASHINGTON WORKS,1002176,8480 DUPONT ROAD,39.271944,-81.661667,WASHINGTON,WOOD COUNTY,WV,26181,THE CHEMOURS CO (100%),618874,"C,L,O,OO",5
2018,CON EDISON - ELECTRIC TRANSMISSION & DISTRIBUTION SYSTEM,1006158,4 Irving Place,40.7341,-73.98868,New York,NEW YORK COUNTY,NY,10003,CONSOLIDATED EDISON INC (100%),74743,DD,5
2018,CONSOLIDATE PRECISION PRODUCTS - MINNEAPOLIS OPERATION,1002358,8701 HARRIET AVE. S.,44.84614,-93.28603,BLOOMINGTON,HENNEPIN COUNTY,MN,55420,CONSOLIDATED PRECISION PRODUCTS (100%),18201,"C,T",5
2018,"CenterPoint Energy Houston Electric, LLC substations",1008343,"4500 South Shaver, Building D",29.639182,-95.208525,Houston,HARRIS COUNTY,TX,77034,CENTERPOINT ENERGY INC (100%),1053,DD,5
2018,Central Hudson Gas and Electric Corporation Elec T&D Equipment,1011288,284 South Avenue,41.690648,-73.931605,Poughkeepsie,DUTCHESS COUNTY,NY,12601,CENTRAL HUDSON GAS & ELECTRIC CORP (100%),5609,DD,5
2018,Century Aluminum Sebree LLC,1006666,9404 STATE ROUTE 2096,37.6569,-87.5006,Robards,HENDERSON COUNTY,KY,42452,CENTURY ALUMINUM CO (100%),137455,"C,F",5
2018,"Century Aluminum of South Carolina, Inc.",1002112,3575 HIGHWAY 52,33.051743,-80.054289,GOOSE CREEK,BERKELEY COUNTY,SC,29445,CENTURY ALUMINUM CO (100%),59174,"C,F",5
2018,Chemours - Corpus Christi Plant,1006314,2500 4th Street,27.91929,-97.28451,Gregory,SAN PATRICIO COUNTY,TX,78359,THE CHEMOURS CO (100%),39641,"C,L,OO",5
2018,Chicago White Metal Castings Inc,1009927,649 N Route 83,41.73701,-87.98919,Bensenville,,IL,60106,CHICAGO WHITE METAL CASTING INC (100%),30459,T,5
2018,Clark Energy Center,1009507,6520 Glass Factory Road,43.17781,-75.22843,Marcy,ONEIDA COUNTY,NY,13403,NEW YORK POWER AUTHORITY (100%),20757,DD,5
2018,Consumers Energy - Electric Asset Management,1009855,One Energy Plaza,42.24668,-84.40311,Jackson,JACKSON COUNTY,MI,49201,CMS ENERGY CORP (100%),2099,DD,5
2018,Cypress Semiconductor,1010141,5204 EAST BEN WHITE BLVD,30.21421,-97.72481,AUSTIN,TRAVIS COUNTY,TX,78741,CYPRESS SEMICONDUCTOR CORP (100%),68090,"C,I",5
2018,DAIKIN AMERICA INC.,1005062,905 STATE DOCKS ROAD,34.630486,-87.039444,DECATUR,MORGAN COUNTY,AL,35601,DAIKIN AMERICA INC (100%),463640,"C,L,O,OO",5
2018,DOW TEXAS OPERATIONS FREEPORT,1002040,2301 N. BRAZOSPORT BLVD. BUILDING B-101,28.9792,-95.3549,FREEPORT,BRAZORIA COUNTY,TX,77541,DOW CHEMICAL (100%),568,"C,DD,TT,W,X",5
2018,Delmarva Power & Light Company,1009703,401 Eagle Run Road,39.67317,-75.66861,Newark,NEW CASTLE COUNTY,DE,19702,PEPCO HOLDINGS INC (100%),8890,DD,5
2018,Diodes US Manufacturing Incorporated,1009581,333 Western Avenue,43.640687,-70.325903,South Portland,CUMBERLAND COUNTY,ME,4106,FAIRCHILD SEMICONDUCTOR CORP (100%),21391,"C,I",5
2018,Duke Energy Power Delivery Carolinas,1009685,526 South Church St,35.22476,-80.84901,Charlotte,MECKLENBURG COUNTY,NC,28202,DUKE ENERGY CORP (100%),255960,DD,5
2018,Duke Energy Power Delivery Midwest,1009540,139 East Fourth Street,39.10036,-84.50994,Cincinnati,HAMILTON COUNTY,OH,45202,DUKE ENERGY CORP (100%),12649,DD,5
2018,East Garden City Substation,1008769,595 Stewart Avenue,40.731721,-73.611541,Garden City,NASSAU COUNTY,NY,11599,NEW YORK POWER AUTHORITY (100%),1211,DD,5
2018,East Kentucky Power Transmission System,1001695,4775 Lexington Road,38.02152,-84.25715,Winchester,CLARK COUNTY,KY,40391,EAST KENTUCKY POWER COOPERATIVE (100%),7488,DD,5
2018,Entergy (all subsidiary companies),1011120,639 Loyola Ave.,29.94914,-90.07633,New Orleans,ORLEANS PARISH,LA,70113,ENTERGY CORP (100%),129550,DD,5
2018,Evergy Transmission and Distribution,1009620,818 S Kansas Ave,39.04854,-95.67468,Topeka,SHAWNEE COUNTY,KS,66612,WESTAR ENERGY INC (100%),5762,DD,5
2018,FPL Transmission and Distribution System,1003060,"2455 Port West Blvd, BLDG-E",26.768814,-80.101219,Riviera Beach,PALM BEACH COUNTY,FL,33407,FPL GROUP INC (100%),174575,DD,5
2018,Fairchild Semiconductor,1009580,125 Crestwood Drive,41.141875,-75.89487,Mountain Top,LUZERNE COUNTY,PA,18707,SEMICONDUCTOR COMPONENT INDUSTRIES (100%),19509,"C,I",5
2018,FirstEnergy Substation Group,1009854,76 South Main Street,41.08312,-81.51766,Akron,SUMMIT COUNTY,OH,44308,FIRSTENERGY GENERATION CORP (100%),120555,DD,5
2018,G & W Electric Company,1009613,305 West Crossroads Parkway,41.67386,-88.074253,Bolingbrook,,IL,60440,G & W ELECTRIC CO (100%),62743,"C,QQ,SS",5
2018,GE GLOBAL RESEARCH CENTER,1004412,ONE RESEARCH CIRCLE,42.830953,-73.876394,NISKAYUNA,SCHENECTADY COUNTY,NY,12309,GENERAL ELECTRIC CO (100%),634,"C,I",5
2018,GE's Grid Solutions,1000039,One Power Lane,40.124713,-79.930463,Charleroi,WASHINGTON COUNTY,PA,15022,GENERAL ELECTRIC CO (100%),20253,"C,QQ,SS",5
2018,GLOBALFOUNDRIES U.S. 2 LLC - Vermont Facility,1003726,1000 RIVER STREET - B966,44.48106,-73.106912,ESSEX JUNCTION,CHITTENDEN COUNTY,VT,5452,GLOBALFOUNDRIES US INC (100%),207684,"C,I",5
2018,GLOBALFOUNDRIES U.S. Inc. Fab 8,1010586,400 Stone Break Road Extension,42.970089,-73.75437,Malta,SARATOGA COUNTY,NY,12020,GLOBALFOUNDRIES US INC (100%),168702,"C,I",5
2018,Gibbons Creek Switchyard,1001032,12824 FM244,30.6167,-96.0778,ANDERSON,Grimes,TX,77830,CITY OF GARLAND (47%); CITY OF BRYAN (21.7%); CITY OF DENTON (21.3%); CITY OF GREENVILLE TX (10%),109,"D,DD",5
2018,HECO Distribution and Transmission,1010344,820 Ward Avenue,21.30042,-157.85149,Honolulu,HONOLULU COUNTY,HI,96814,HAWAIIAN ELECTRIC CO INC (100%),3550,DD,5
2018,HONEYWELL INTERNATIONAL INC - BATON ROUGE PLANT,1000625,2966 LUPINE AVENUE,30.474444,-91.183056,BATON ROUGE,EAST BATON ROUGE PARISH,LA,70805,HONEYWELL INTERNATIONAL INC (100%),124392,"C,L,OO",5
2018,HONEYWELL INTERNATIONAL INC - GEISMAR COMPLEX,1006070,5525 HWY 3115,30.2219,-91.0515,GEISMAR,ASCENSION PARISH,LA,70734,HONEYWELL INTERNATIONAL INC (100%),425481,"C,L,O,OO",5
2018,"Hitachi Energy USA, Inc.",1006009,100 Distribution Circle,40.17811,-79.57707,Mt. Pleasant,WESTMORELAND COUNTY,PA,15666,ABB LTD (100%),4469,SS,5
2018,Honeywell Aerospace - Plymouth,1010241,12001 Highway 55,44.99442,-93.43654,Plymouth,HENNEPIN COUNTY,MN,55441,HONEYWELL INTERNATIONAL INC (100%),41308,"C,I",5
2018,INTEL CORPORATION - Ocotillo Campus,1004371,4500 SOUTH DOBSON ROAD,33.24591,-111.88146,CHANDLER,MARICOPA COUNTY,AZ,85248,INTEL CORP (100%),335634,"C,I",5
2018,INTEL CORPORATION - RIO RANCHO FACILITY,1003997,4100 SARA ROAD,35.23133,-106.65608,RIO RANCHO,SANDOVAL COUNTY,NM,87124,INTEL CORP (100%),36895,"C,I",5
2018,INTEL CORPORATION ALOHA CAMPUS,1009606,3585 S.W. 198TH AVENUE,45.493297,-122.88506,ALOHA,WASHINGTON COUNTY,OR,97007,INTEL CORP (100%),10100,"C,I",5
2018,INTEL CORPORATION RONLER ACRES CAMPUS,1004006,2501 NE Century Boulevard,45.501476,-122.91696,HILLSBORO,WASHINGTON COUNTY,OR,97124,INTEL CORP (100%),196070,"C,I",5
2018,ITC Transmission/Michigan Electric Transmission Company,1009725,27175 Energy Way,42.4926,-83.44298,Novi,OAKLAND COUNTY,MI,48377,ITC HOLDINGS CORP (100%),17561,DD,5
2018,Indianapolis Power & Light Company,1013535,1230 W. Morris Street,39.75142,-86.18121,Indianapolis,MARION COUNTY,IN,46221,AES CORP (100%),9323,DD,5
2018,Infineon Technologies Americas Corp,1009951,41915 Business Park Dr,33.49944,-117.16294,Temecula,RIVERSIDE COUNTY,CA,92590,INFINEON TECHNOLOGIES AMERICAS CORP (100%),39980,"C,I",5
2018,"Jireh Semiconductor, Inc.",1008262,3131 Ne Brookwood Pkwy,45.547995,-122.931363,Hillsboro,WASHINGTON COUNTY,OR,97124,ALPHA & OMEGA SEMICONDUCTOR (100%),83124,"C,I",5
2018,KCP&L T&D,1010210,1200 Main Street,39.09991,-94.58319,Kansas City,JACKSON COUNTY,MO,64105,GREAT PLAINS ENERGY INC (100%),12745,DD,5
2018,Kern River Cogeneration Facility,1004001,1546 SW China Grade Loop,35.4518,-118.9851,BAKERSFIELD,KERN COUNTY,CA,93308,CHEVRON CORP (100%),166,"C,DD",5
2018,LA Semiconductor,1008930,2300 Buckskin Rd,42.866748,-112.414601,Pocatello,BANNOCK COUNTY,ID,83201,SEMICONDUCTOR COMPONENT INDUSTRIES (100%),29317,"C,I",5
2018,LCRA Transmission Services,1009894,3700 Lake Austin Blvd,30.29394,-97.78362,Austin,TRAVIS COUNTY,TX,78703,LCRA Transmission Services Corp (100%),20766,DD,5
2018,"LG&E and KU Energy, LLC - Subpart DD SF6",1009765,220 West Main Street,38.25634,-85.75418,Louisville,JEFFERSON COUNTY,KY,40202,LG&E & KU ENERGY LLC (100%),22207,DD,5
2018,LIPA T&D System,1009868,333 Earle Ovington Blvd,40.724276,-73.59322,Uniondale,NASSAU COUNTY,NY,11553,LONG ISLAND POWER AUTHORITY (100%),7884,DD,5
2018,Liberty Utilities Kodiak Service Center,1013238,3400 S. Kodiak Rd.,37.05216,-94.405951,Joplin,NEWTON COUNTY,MO,64804,THE EMPIRE DISTRICT ELECTRIC CO (100%),2358,DD,5
2018,Los Angeles Department of Water and Power - electric power transmission & distribution entity (SF6),1009555,111 N. Hope Street,34.05651,-118.24976,Los Angeles,LOS ANGELES COUNTY,CA,90012,CITY OF LOS ANGELES DEPARTMENT OF WATER & POWER (100%),8732,DD,5
2018,MEXICHEM FLUOR INC.,1006675,4990B ICI ROAD,30.235778,-91.096005,SAINT GABRIEL,IBERVILLE PARISH,LA,70776,MEXICHEM FLUOR INC (100%),18626,"C,L,OO",5
2018,MICROCHIP TECHNOLOGY INC,1004883,21015 SOUTHEAST STARK STREET,45.52065,-122.44749,GRESHAM,MULTNOMAH COUNTY,OR,97030,MICROCHIP TECHNOLOGY INC (100%),91043,"C,I",5
2018,"MICRON TECHNOLOGY, INC.",1004325,8000 SOUTH FEDERAL WAY,43.5268,-116.1449,BOISE,ADA COUNTY,ID,83707,MICRON TECHNOLOGY INC (100%),21475,"C,I",5
2018,MagRetech LLC,1010145,301 Count Road 177,41.28298,-82.88773,Bellevue,,OH,44811,MAGRETECH LLC (100%),253721,"C,T",5
2018,"Magnesium Products of America, Inc",1009621,2001 Industrial Dr,42.52464,-84.65003,Eaton Rapids,EATON COUNTY,MI,48827,MAGNESIUM PRODUCTS OF AMERICA (100%),611,T,5
2018,Magnitude 7 Metals LLC,1005534,391 St. Jude Industrial Park,36.510698,-89.564834,Marston,NEW MADRID COUNTY,MO,63866,Magnitude 7 Metals LLC (100%),89548,"C,F",5
2018,Microchip Technology,1009792,1150 E. Cheyenne Mountain Boulevard,38.78695,-104.80641,Colorado Springs,EL PASO COUNTY,CO,80906,MICROCHIP TECHNOLOGY INC (100%),298780,"C,I",5
2018,Microchip Technology Inc.,1008768,1200 S. 52nd Street,33.41663,-111.96953,Tempe,MARICOPA COUNTY,AZ,85281,MICROCHIP TECHNOLOGY INC (100%),72386,"C,I",5
